split,image_id,low,high
train,528,our485/low/528.png,our485/high/528.png
train,529,our485/low/529.png,our485/high/529.png
train,530,our485/low/530.png,our485/high/530.png
train,531,our485/low/531.png,our485/high/531.png
train,532,our485/low/532.png,our485/high/532.png
train,533,our485/low/533.png,our485/high/533.png
train,537,our485/low/537.png,our485/high/537.png
train,538,our485/low/538.png,our485/high/538.png
train,539,our485/low/539.png,our485/high/539.png
train,540,our485/low/540.png,our485/high/540.png
train,541,our485/low/541.png,our485/high/541.png
train,542,our485/low/542.png,our485/high/542.png
train,543,our485/low/543.png,our485/high/543.png
train,544,our485/low/544.png,our485/high/544.png
train,545,our485/low/545.png,our485/high/545.png
train,546,our485/low/546.png,our485/high/546.png
train,548,our485/low/548.png,our485/high/548.png
train,549,our485/low/549.png,our485/high/549.png
train,550,our485/low/550.png,our485/high/550.png
train,551,our485/low/551.png,our485/high/551.png
train,552,our485/low/552.png,our485/high/552.png
train,553,our485/low/553.png,our485/high/553.png
train,554,our485/low/554.png,our485/high/554.png
train,555,our485/low/555.png,our485/high/555.png
train,557,our485/low/557.png,our485/high/557.png
train,558,our485/low/558.png,our485/high/558.png
train,559,our485/low/559.png,our485/high/559.png
train,560,our485/low/560.png,our485/high/560.png
train,561,our485/low/561.png,our485/high/561.png
train,562,our485/low/562.png,our485/high/562.png
train,563,our485/low/563.png,our485/high/563.png
train,564,our485/low/564.png,our485/high/564.png
train,565,our485/low/565.png,our485/high/565.png
train,566,our485/low/566.png,our485/high/566.png
train,567,our485/low/567.png,our485/high/567.png
train,568,our485/low/568.png,our485/high/568.png
train,569,our485/low/569.png,our485/high/569.png
train,570,our485/low/570.png,our485/high/570.png
train,571,our485/low/571.png,our485/high/571.png
train,572,our485/low/572.png,our485/high/572.png
train,573,our485/low/573.png,our485/high/573.png
train,574,our485/low/574.png,our485/high/574.png
train,575,our485/low/575.png,our485/high/575.png
train,576,our485/low/576.png,our485/high/576.png
train,578,our485/low/578.png,our485/high/578.png
train,579,our485/low/579.png,our485/high/579.png
train,580,our485/low/580.png,our485/high/580.png
train,583,our485/low/583.png,our485/high/583.png
train,585,our485/low/585.png,our485/high/585.png
train,586,our485/low/586.png,our485/high/586.png
train,587,our485/low/587.png,our485/high/587.png
train,588,our485/low/588.png,our485/high/588.png
train,590,our485/low/590.png,our485/high/590.png
train,591,our485/low/591.png,our485/high/591.png
train,592,our485/low/592.png,our485/high/592.png
train,596,our485/low/596.png,our485/high/596.png
train,597,our485/low/597.png,our485/high/597.png
train,598,our485/low/598.png,our485/high/598.png
train,600,our485/low/600.png,our485/high/600.png
train,601,our485/low/601.png,our485/high/601.png
train,604,our485/low/604.png,our485/high/604.png
train,605,our485/low/605.png,our485/high/605.png
train,606,our485/low/606.png,our485/high/606.png
train,607,our485/low/607.png,our485/high/607.png
train,608,our485/low/608.png,our485/high/608.png
train,609,our485/low/609.png,our485/high/609.png
train,610,our485/low/610.png,our485/high/610.png
train,611,our485/low/611.png,our485/high/611.png
train,612,our485/low/612.png,our485/high/612.png
train,613,our485/low/613.png,our485/high/613.png
train,614,our485/low/614.png,our485/high/614.png
train,615,our485/low/615.png,our485/high/615.png
train,616,our485/low/616.png,our485/high/616.png
train,617,our485/low/617.png,our485/high/617.png
train,620,our485/low/620.png,our485/high/620.png
train,621,our485/low/621.png,our485/high/621.png
train,622,our485/low/622.png,our485/high/622.png
train,623,our485/low/623.png,our485/high/623.png
train,624,our485/low/624.png,our485/high/624.png
train,625,our485/low/625.png,our485/high/625.png
train,626,our485/low/626.png,our485/high/626.png
train,627,our485/low/627.png,our485/high/627.png
train,628,our485/low/628.png,our485/high/628.png
train,629,our485/low/629.png,our485/high/629.png
train,630,our485/low/630.png,our485/high/630.png
train,633,our485/low/633.png,our485/high/633.png
train,634,our485/low/634.png,our485/high/634.png
train,637,our485/low/637.png,our485/high/637.png
train,638,our485/low/638.png,our485/high/638.png
train,640,our485/low/640.png,our485/high/640.png
train,641,our485/low/641.png,our485/high/641.png
train,642,our485/low/642.png,our485/high/642.png
train,643,our485/low/643.png,our485/high/643.png
train,644,our485/low/644.png,our485/high/644.png
train,645,our485/low/645.png,our485/high/645.png
train,647,our485/low/647.png,our485/high/647.png
train,648,our485/low/648.png,our485/high/648.png
train,649,our485/low/649.png,our485/high/649.png
train,650,our485/low/650.png,our485/high/650.png
train,651,our485/low/651.png,our485/high/651.png
train,653,our485/low/653.png,our485/high/653.png
train,654,our485/low/654.png,our485/high/654.png
train,658,our485/low/658.png,our485/high/658.png
train,659,our485/low/659.png,our485/high/659.png
train,660,our485/low/660.png,our485/high/660.png
train,661,our485/low/661.png,our485/high/661.png
train,662,our485/low/662.png,our485/high/662.png
train,663,our485/low/663.png,our485/high/663.png
train,664,our485/low/664.png,our485/high/664.png
train,666,our485/low/666.png,our485/high/666.png
train,667,our485/low/667.png,our485/high/667.png
train,668,our485/low/668.png,our485/high/668.png
train,671,our485/low/671.png,our485/high/671.png
train,674,our485/low/674.png,our485/high/674.png
train,676,our485/low/676.png,our485/high/676.png
train,677,our485/low/677.png,our485/high/677.png
train,678,our485/low/678.png,our485/high/678.png
train,679,our485/low/679.png,our485/high/679.png
train,680,our485/low/680.png,our485/high/680.png
train,681,our485/low/681.png,our485/high/681.png
train,682,our485/low/682.png,our485/high/682.png
train,683,our485/low/683.png,our485/high/683.png
train,684,our485/low/684.png,our485/high/684.png
train,686,our485/low/686.png,our485/high/686.png
train,687,our485/low/687.png,our485/high/687.png
train,688,our485/low/688.png,our485/high/688.png
train,689,our485/low/689.png,our485/high/689.png
train,690,our485/low/690.png,our485/high/690.png
train,691,our485/low/691.png,our485/high/691.png
train,692,our485/low/692.png,our485/high/692.png
train,694,our485/low/694.png,our485/high/694.png
train,695,our485/low/695.png,our485/high/695.png
train,696,our485/low/696.png,our485/high/696.png
train,697,our485/low/697.png,our485/high/697.png
train,698,our485/low/698.png,our485/high/698.png
train,699,our485/low/699.png,our485/high/699.png
train,700,our485/low/700.png,our485/high/700.png
train,701,our485/low/701.png,our485/high/701.png
train,702,our485/low/702.png,our485/high/702.png
train,703,our485/low/703.png,our485/high/703.png
train,704,our485/low/704.png,our485/high/704.png
train,708,our485/low/708.png,our485/high/708.png
train,709,our485/low/709.png,our485/high/709.png
train,710,our485/low/710.png,our485/high/710.png
train,711,our485/low/711.png,our485/high/711.png
train,713,our485/low/713.png,our485/high/713.png
train,714,our485/low/714.png,our485/high/714.png
train,715,our485/low/715.png,our485/high/715.png
train,716,our485/low/716.png,our485/high/716.png
train,717,our485/low/717.png,our485/high/717.png
train,718,our485/low/718.png,our485/high/718.png
train,720,our485/low/720.png,our485/high/720.png
train,721,our485/low/721.png,our485/high/721.png
train,724,our485/low/724.png,our485/high/724.png
train,725,our485/low/725.png,our485/high/725.png
train,726,our485/low/726.png,our485/high/726.png
train,727,our485/low/727.png,our485/high/727.png
train,728,our485/low/728.png,our485/high/728.png
train,729,our485/low/729.png,our485/high/729.png
train,730,our485/low/730.png,our485/high/730.png
train,731,our485/low/731.png,our485/high/731.png
train,732,our485/low/732.png,our485/high/732.png
train,733,our485/low/733.png,our485/high/733.png
train,734,our485/low/734.png,our485/high/734.png
train,735,our485/low/735.png,our485/high/735.png
train,737,our485/low/737.png,our485/high/737.png
train,738,our485/low/738.png,our485/high/738.png
train,739,our485/low/739.png,our485/high/739.png
train,740,our485/low/740.png,our485/high/740.png
train,741,our485/low/741.png,our485/high/741.png
train,743,our485/low/743.png,our485/high/743.png
train,744,our485/low/744.png,our485/high/744.png
train,745,our485/low/745.png,our485/high/745.png
train,747,our485/low/747.png,our485/high/747.png
train,750,our485/low/750.png,our485/high/750.png
train,751,our485/low/751.png,our485/high/751.png
train,752,our485/low/752.png,our485/high/752.png
train,757,our485/low/757.png,our485/high/757.png
train,758,our485/low/758.png,our485/high/758.png
train,759,our485/low/759.png,our485/high/759.png
train,760,our485/low/760.png,our485/high/760.png
train,761,our485/low/761.png,our485/high/761.png
train,762,our485/low/762.png,our485/high/762.png
train,763,our485/low/763.png,our485/high/763.png
train,764,our485/low/764.png,our485/high/764.png
train,765,our485/low/765.png,our485/high/765.png
train,766,our485/low/766.png,our485/high/766.png
train,769,our485/low/769.png,our485/high/769.png
train,770,our485/low/770.png,our485/high/770.png
train,771,our485/low/771.png,our485/high/771.png
train,772,our485/low/772.png,our485/high/772.png
train,773,our485/low/773.png,our485/high/773.png
train,774,our485/low/774.png,our485/high/774.png
train,775,our485/low/775.png,our485/high/775.png
train,776,our485/low/776.png,our485/high/776.png
train,777,our485/low/777.png,our485/high/777.png
train,779,our485/low/779.png,our485/high/779.png
train,781,our485/low/781.png,our485/high/781.png
train,782,our485/low/782.png,our485/high/782.png
train,783,our485/low/783.png,our485/high/783.png
train,784,our485/low/784.png,our485/high/784.png
train,785,our485/low/785.png,our485/high/785.png
train,786,our485/low/786.png,our485/high/786.png
train,787,our485/low/787.png,our485/high/787.png
train,788,our485/low/788.png,our485/high/788.png
train,789,our485/low/789.png,our485/high/789.png
val,10,our485/low/10.png,our485/high/10.png
val,14,our485/low/14.png,our485/high/14.png
val,38,our485/low/38.png,our485/high/38.png
val,61,our485/low/61.png,our485/high/61.png
val,67,our485/low/67.png,our485/high/67.png
val,74,our485/low/74.png,our485/high/74.png
val,84,our485/low/84.png,our485/high/84.png
val,118,our485/low/118.png,our485/high/118.png
val,123,our485/low/123.png,our485/high/123.png
val,125,our485/low/125.png,our485/high/125.png
val,173,our485/low/173.png,our485/high/173.png
val,176,our485/low/176.png,our485/high/176.png
val,188,our485/low/188.png,our485/high/188.png
val,195,our485/low/195.png,our485/high/195.png
val,207,our485/low/207.png,our485/high/207.png
val,210,our485/low/210.png,our485/high/210.png
val,221,our485/low/221.png,our485/high/221.png
val,230,our485/low/230.png,our485/high/230.png
val,236,our485/low/236.png,our485/high/236.png
val,246,our485/low/246.png,our485/high/246.png
val,250,our485/low/250.png,our485/high/250.png
val,254,our485/low/254.png,our485/high/254.png
val,260,our485/low/260.png,our485/high/260.png
val,262,our485/low/262.png,our485/high/262.png
val,328,our485/low/328.png,our485/high/328.png
val,464,our485/low/464.png,our485/high/464.png
val,471,our485/low/471.png,our485/high/471.png
val,476,our485/low/476.png,our485/high/476.png
val,488,our485/low/488.png,our485/high/488.png
val,501,our485/low/501.png,our485/high/501.png
val,522,our485/low/522.png,our485/high/522.png
val,534,our485/low/534.png,our485/high/534.png
val,535,our485/low/535.png,our485/high/535.png
val,556,our485/low/556.png,our485/high/556.png
val,593,our485/low/593.png,our485/high/593.png
val,594,our485/low/594.png,our485/high/594.png
val,595,our485/low/595.png,our485/high/595.png
val,639,our485/low/639.png,our485/high/639.png
val,646,our485/low/646.png,our485/high/646.png
val,655,our485/low/655.png,our485/high/655.png
val,670,our485/low/670.png,our485/high/670.png
val,675,our485/low/675.png,our485/high/675.png
val,685,our485/low/685.png,our485/high/685.png
val,693,our485/low/693.png,our485/high/693.png
val,712,our485/low/712.png,our485/high/712.png
val,719,our485/low/719.png,our485/high/719.png
val,722,our485/low/722.png,our485/high/722.png
val,723,our485/low/723.png,our485/high/723.png
val,736,our485/low/736.png,our485/high/736.png
val,746,our485/low/746.png,our485/high/746.png
test,1,eval15/low/1.png,eval15/high/1.png
test,22,eval15/low/22.png,eval15/high/22.png
test,23,eval15/low/23.png,eval15/high/23.png
test,55,eval15/low/55.png,eval15/high/55.png
test,79,eval15/low/79.png,eval15/high/79.png
test,111,eval15/low/111.png,eval15/high/111.png
test,146,eval15/low/146.png,eval15/high/146.png
test,179,eval15/low/179.png,eval15/high/179.png
test,493,eval15/low/493.png,eval15/high/493.png
test,547,eval15/low/547.png,eval15/high/547.png
test,665,eval15/low/665.png,eval15/high/665.png
test,669,eval15/low/669.png,eval15/high/669.png
test,748,eval15/low/748.png,eval15/high/748.png
test,778,eval15/low/778.png,eval15/high/778.png
test,780,eval15/low/780.png,eval15/high/780.png
